Category,Band,Product name,Retailer,Positioning,Price shown (USD),URL,Research date,Price confidence
Chrysoberyl Cat's Eye,Luxury / Exceptional,"Chrysoberyl Cat's Eye Men's Ring, 12.5 ct 'Milk & Honey', Certified",1stDibs,luxury / collector,9000.00,https://www.1stdibs.com/jewelry/rings/solitaire-rings/chrysoberyl-cats-eye-ring-125-carats-milk-honey-certified-mens-ring/id-j_13917692,2026-08-11,"price in search snippet, verify on page"
Chrysoberyl Cat's Eye,Luxury / Exceptional,"Gentleman's Cat's Eye Chrysoberyl Estate Ring, 10.64 ct, Strong Milk & Honey, 14k Yellow Gold (Gypsy Style)",Seng Jewelers,luxury / fine jeweler,25000.00,https://www.sengjewelers.com/products/interesting-cats-eye-chrysoberyl-mens-ring-in-14kt-yellow-gold,2026-08-11,"price in search snippet, verify on page"
Chrysoberyl Cat's Eye,Luxury / Exceptional,"Certified Natural Honey Cat's Eye Ring with Diamond, 18 Karat Gold (Cluster)",1stDibs,luxury / fine jewelry,25500.00,https://www.1stdibs.com/jewelry/rings/cluster-rings/certified-natural-honey-cats-eye-ring-diamond-18-karat-gold/id-j_19607042,2026-08-11,"price in search snippet, verify on page"
Chrysoberyl Cat's Eye,Luxury / Exceptional,"Men's Cat's Eye Chrysoberyl Ring, 6.00 ct, with Baguette Diamonds in 18k White Gold",M.S. Rau (rauantiques.com),luxury / collector,,https://rauantiques.com/products/mens-cats-eye-chrysoberyl-ring-6-00-carats,2026-08-11,"price not shown in results; M.S. Rau typically high-four to five figures, verify on page"
Chrysoberyl Cat's Eye,Luxury / Exceptional,"GRS Certified 13.89 ct Chrysoberyl Cat's Eye Men's Ring, 56 Diamonds (0.71 cttw), 18k Yellow Gold",ASSAY Jewelers,luxury / collector,,https://assayjewelers.com/products/grs-certified-13-89-carat-chrysoberyl-cats-eye-mens-18k-ring,2026-08-11,"price not shown in results, verify on page"
Alexandrite (Colour-Change),Middle-Market,"0.36ct Natural Color-Change Alexandrite & Diamond Ring, Yellow Gold and Platinum",1stDibs,fine jewelry,2080.00,https://www.1stdibs.com/jewelry/rings/fashion-rings/36c-natural-color-change-alexandrite-diamond-ring-yellow-gold-platinum/id-j_21854572,2026-08-11,"price in search snippet, verify on page; listing not directly fetchable in this environment"
Alexandrite (Colour-Change),Middle-Market,0.49ct Natural Alexandrite 18k White Gold Ring,The Alexandrite (thealexandrite.com),fine jewelry,2845.00,https://thealexandrite.com/products/0-49ct-natural-alexandrite-18k-white-gold-ring,2026-08-11,"approximate; search snippet cited ~$2,845-$2,895 for this dealer's smaller-stone 18k rings, confirm exact per-stone price on page"
Alexandrite (Colour-Change),Middle-Market,.46 CTW Natural Alexandrite 14k Yellow Gold Stud Earrings,"Vintage Jewelers & Gifts, LLC",fine jewelry,,https://vintagejewelersandgifts.com/products/46-ctw-natural-alexandrite-14ky-gold-stud-earrings,2026-08-11,price not shown in results; verify on page
Alexandrite (Colour-Change),Premium,Platinum GIA 1.68ct Ceylon Green-to-Purple Color-Change Alexandrite & Diamond Ring,1stDibs,fine jewelry,3297.00,https://www.1stdibs.com/jewelry/rings/cocktail-rings/platinum-gia-168ct-ceylon-green-purple-color-change-alexandrite-diamond-ring/id-j_24919122,2026-08-11,"price in search snippet, verify on page; listing not directly fetchable in this environment"
Alexandrite (Colour-Change),Premium,".53 Carat Natural Alexandrite & Diamond Swirl Pendant, 18k White Gold with Chain",1stDibs,fine jewelry,7080.00,https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/53-carat-alexandrite-diamond-swirl-pendant-white-gold-chain/id-j_6892322,2026-08-11,"price in search snippet, verify on page; listing not directly fetchable in this environment"
Alexandrite (Colour-Change),Luxury / Exceptional,"Natural Gem-Quality Sri Lankan Alexandrite 3.99 carats, Loose, with GIA Report",JupiterGem (also listed on 1stDibs),fine jewelry / collector loose stone,88154.00,https://www.1stdibs.com/jewelry/loose-gemstones/natural-color-change-alexandrite-stone-399-carats-gia-report-jupitergem/id-j_17690702,2026-08-11,"price in search snippet (1stDibs), verify on page; not directly fetchable in this environment"
Alexandrite (Colour-Change),Luxury / Exceptional,GIA Certified 5.50ct Natural Ceylon Alexandrite Ring Accented with Side Diamonds,1stDibs,luxury / collector,95000.00,https://www.1stdibs.com/jewelry/rings/cocktail-rings/gia-certified-550ct-natural-ceylon-alexandrite-ring-accented-side-diamonds/id-j_20619992,2026-08-11,"price in search snippet, verify on page; listing not directly fetchable in this environment"
Alexandrite (Colour-Change),Luxury / Exceptional,"9.27 Carat Natural Sri Lanka (Ceylon) Alexandrite and Diamond Ring, Platinum",RAF - Rare Antique Fine Jewels (rafjewels.com),luxury / collector,,https://www.rafjewels.com/alexandrite/927-carat-natural-alexandrite-and-diamond-ring-1,2026-08-11,price not shown in results; contact dealer / verify on page
Alexandrite (Colour-Change),Luxury / Exceptional,"Natural Color-Change Sri Lankan Alexandrite 8.73 carats, Loose, with GIA Report",JupiterGem (listed on 1stDibs),luxury / collector loose stone,167911.72,https://www.1stdibs.com/jewelry/loose-gemstones/natural-color-change-alexandrite-stone-873-carats-gia-report-jupitergem/id-j_16588992,2026-08-11,"price in search snippet (1stDibs), verify on page; not directly fetchable in this environment"
Alexandrite (Colour-Change),Affordable,Color Change Lab-Created Alexandrite Rhodium-Over-Sterling-Silver Ring 2.99ctw (ROH181),JTV,commodity,,https://www.jtv.com/product/color-change-lab-created-alexandrite-rhodium-over-sterling-silver-ring-2-99ctw/ROH181,2026-08-11,price not shown in results; JTV lab alexandrite typically low double-to-low-triple digits; verify on page
Alexandrite (Colour-Change),Affordable,"Lab-Created Color-Change Alexandrite Ring, 14k Gold / 14k Gold Vermeil (representative Etsy fine-shop listing)",Etsy (multiple fine shops; category page),commodity / boutique,,https://www.etsy.com/market/lab_created_alexandrite_ring,2026-08-11,category page; individual prices not shown in results; many listings are bestsellers with high sales counts - verify per listing
Spinel,Affordable,Natural Blue Spinel & Diamond Handmade 925 Sterling Silver Stud Earrings,Etsy,boutique,,https://www.etsy.com/listing/4392384031/natural-blue-spinel-diamond-handmade-925,2026-08-11,"price not shown in results; listing page not directly fetchable in this environment, needs live verification"
Spinel,Middle-Market,14k White Gold Grey Spinel Martini Stud Earrings 7mm (3.05 cttw),Brummitt Jewelry Design Studio,fine jewelry,,https://brummittjewelrystudio.com/collections/jewelry-under-5000/products/14k-white-gold-natural-7mm-grey-spinel-martini-stud-earrings-g2272,2026-08-11,"price not shown in results; URL sits in seller's 'jewelry under $5000' collection; listing page not directly fetchable, needs live verification"
Spinel,Middle-Market,"Natural Blue Spinel Ring, 3.70 ct, 14k White Gold",MineralMiners.com,boutique,1995.00,https://www.mineralminers.com/html/natural-spinel-rings.stm,2026-08-11,"price in search snippet, verify on page; listing page not directly fetchable, needs live verification"
Spinel,Middle-Market,"Lavender Spinel & Diamond 14K Gold Ring, 2.54 ct",Karana Jewels,boutique,1491.25,https://www.karanajewels.com/products/lavender-spinel-diamond-14k-gold-engagement-band-copy,2026-08-11,"price in search snippet, verify on page; listing page not directly fetchable, needs live verification"
Spinel,Middle-Market,"Purple Spinel Ring 8x6mm (1.6 ct) with Earth-Mined Diamonds, Solid 14k Yellow Gold",1stDibs,fine jewelry,1504.80,https://www.1stdibs.com/jewelry/rings/cocktail-rings/8x6mm-16cts-purple-spinel-ring-w-earth-mined-diamonds-solid-14k-yellow-gold/id-j_26899792,2026-08-11,"price in search snippet (on-sale from $1,881), verify on page; listing page not directly fetchable, needs live verification"
Spinel,Artisan / One-of-a-kind,"14K White Gold Grey Spinel and Diamond Ring, 1.33 ct (by Steve Moriarty)",Moriarty's Gem Art (moregems.com),artisan,,https://www.moregems.com/products/14k-white-gold-grey-spinal-and-diamond-ring-1-33-carats,2026-08-11,"price not shown in results; listing page not directly fetchable, needs live verification (call studio)"
Spinel,Premium,"Oval Cut Lavender Spinel and Pave Diamond Halo Ring, 14 Karat White Gold",1stDibs,fine jewelry,1975.00,https://www.1stdibs.com/jewelry/rings/cocktail-rings/oval-cut-lavender-spinel-pave-diamond-halo-ring-set-14-karat-white-gold/id-j_20975572,2026-08-11,"price in search snippet, verify on page; listing page not directly fetchable, needs live verification"
Spinel,Artisan / One-of-a-kind,Rhubarb Pink Cushion Cut Spinel Ring,Gem Breakfast,artisan / fine jewelry,2700.00,https://gembreakfast.com/collections/spinel-rings,2026-08-11,"price in search snippet, verify on page; listing page not directly fetchable, needs live verification"
Spinel,Premium,"Certified Unheated Cobalt Blue Spinel with Diamond Ring, 18K White Gold",1stDibs,fine jewelry,3840.00,https://www.1stdibs.com/jewelry/rings/solitaire-rings/certified-unheated-cobalt-blue-spinel-diamond-ring-18k-white-gold/id-j_11933932,2026-08-11,"price in search snippet (on-sale from $4,280), verify on page; listing page not directly fetchable, needs live verification"
Spinel,Premium,"Red Spinel and Pave Diamond Ring, 2.28 ct, 18k White Gold",1stDibs,fine jewelry,4000.00,https://www.1stdibs.com/jewelry/rings/cocktail-rings/228-carat-red-spinel-paved-diamond-ring-18k-white-gold/id-j_22869902,2026-08-11,"price in search snippet, verify on page; listing page not directly fetchable, needs live verification"
Spinel,Premium,"GRS-Certified Unheated Burmese Vivid Red Spinel Ring, 1.46 ct",1stDibs,fine jewelry,3600.00,https://www.1stdibs.com/jewelry/rings/engagement-rings/146-carat-grs-certified-unheated-burmese-vivid-red-spinel/id-j_12171292,2026-08-11,"price in search snippet, verify on page; listing page not directly fetchable, needs live verification"
Spinel,Luxury / Exceptional,"GIA Certified 1.02 Carat Cobalt Blue Spinel Ring, 18K White Gold",1stDibs,fine jewelry / luxury,6120.00,https://www.1stdibs.com/jewelry/rings/engagement-rings/gia-certified-102-carat-cobalt-blue-spinel-ring/id-j_22866372,2026-08-11,"price in search snippet, verify on page; listing page not directly fetchable, needs live verification"
Spinel,Luxury / Exceptional,Natural Cobalt Blue Spinel 2.18 cts in 18KWG Ring with Diamonds (GRS Report),1stDibs,luxury,20141.24,https://www.1stdibs.com/jewelry/rings/cluster-rings/natural-blue-cobalt-spinel-stone-218-cts-18kwg-ring-w-diamonds-grs-report/id-j_21039422,2026-08-11,"price in search snippet, verify on page; listing page not directly fetchable, needs live verification"
Spinel,Luxury / Exceptional,Natural Cobalt Blue Spinel 5.15 cts in 18KWG Ring with Diamonds (GRS Report),1stDibs,luxury,52279.67,https://www.1stdibs.com/jewelry/rings/engagement-rings/natural-blue-cobalt-spinel-stone-515-cts-18kwg-ring-w-diamonds-grs-report/id-j_18587352,2026-08-11,"price in search snippet, verify on page; listing page not directly fetchable, needs live verification"
Spinel,Luxury / Exceptional,"Ceylon Cobalt Blue Spinel Ring with D Flawless Diamonds, 18K Yellow Gold",Kat Florence,luxury,,https://www.katflorence.com/products/ceylon-cobalt-blue-spinel-ring-with-d-flawless-diamonds-set-in-18k-yellow-gold-kf07051,2026-08-11,"price not shown in results; listing page not directly fetchable, needs live verification"
Zircon (Natural Mineral),Affordable,Blue Zircon Rhodium Over Sterling Silver Ring 2.64ctw (CTB2333),JTV,commodity,,https://www.jtv.com/product/blue-zircon-rhodium-over-sterling-silver-ring-2-64ctw/CTB2333,2026-08-11,"price not shown in results; JTV blue-zircon rings observed spanning roughly $49.99 (from $114.99) up to $244.99 (from $491.99) in search snippets, verify on page"
Zircon (Natural Mineral),Affordable,Blue And White Zircon Rhodium Over Sterling Silver Cross Pendant With Chain 5.60ctw (DOCY125),JTV,commodity,,https://www.jtv.com/product/blue-and-white-zircon-rhodium-over-sterling-silver-cross-pendant-with-chain-5-60ctw/DOCY125,2026-08-11,"price not shown in results; JTV blue-zircon necklaces observed at $39.99, $74.99 and up to $364.49 in snippets, verify on page"
Zircon (Natural Mineral),Middle-Market,Blue Zircon 14K Yellow Gold Ring 2.98ctw (WPG510),JTV,commodity to boutique,,https://www.jtv.com/product/blue-zircon-14k-yellow-gold-ring-2-98ctw/WPG510,2026-08-11,specific price not in snippet; verify on page
Zircon (Natural Mineral),Premium,Pre-Owned Blue Zircon 14k Yellow Gold Ring 3.48ctw (P310357),JTV,boutique / fine jewelry,,https://www.jtv.com/product/pre-owned-blue-zircon-14k-yellow-gold-ring-3-48ctw/P310357,2026-08-11,specific price not in snippet; verify on page
Zircon (Natural Mineral),Middle-Market,"Blue Zircon Solitaire Slide Necklace 14k Gold (5mm AAA, ~0.65ct)",Etsy (fine gemstone shop),boutique,,https://www.etsy.com/listing/1083466936/blue-zircon-solitaire-necklace-14k-gold,2026-08-11,"price not shown in results; listing had ratings ~4.8+, verify price on page"
Zircon (Natural Mineral),Premium,Blue Zircon Stud Earrings 14K White Gold 2.47cttw,Jon Thomas Fine Jewelry,fine jewelry,595.00,https://www.jonthomasfinejewelry.com/fashion-jewelry/14k-white-gold-blue-zircon-stud-earrings,2026-08-11,"price in search snippet ($595 starting), verify on page"
Zircon (Natural Mineral),Middle-Market,Genuine Natural Blue Zircon 4-Prong Stud Earrings 14K White Gold (2mm-6mm options),1000Jewels.com,boutique,,https://1000jewels.com/products/genuine-natural-blue-zircon-4-prong-stud-earrings-14k-white-gold,2026-08-11,"specific price not in snippet; comparable blue-zircon studs in 14k WG observed roughly $190-$920 across sellers by size, verify on page"
Zircon (Natural Mineral),Artisan / One-of-a-kind,14K White Gold Blue Zircon and Diamond Ring 1.70 Carats (Steve Moriarty),Moriartys Gem Art (moregems.com),artisan / fine jewelry,,https://www.moregems.com/products/14k-white-gold-blue-zircon-and-diamond-ring-1-70-carats,2026-08-11,"this ring's price not in snippet; comparable Moriarty blue-zircon-and-diamond rings (e.g. 6.57ct pear) observed at ~$5,990, verify on page"
Zircon (Natural Mineral),Luxury / Exceptional,Natural Blue Zircon 26.88 Carats 14K White Gold Ring with Diamonds,1stDibs,luxury / collector,19809.77,https://www.1stdibs.com/jewelry/rings/cocktail-rings/natural-blue-zircon-stone-2688-carats-set-14k-white-gold-ring-diamonds/id-j_23623002,2026-08-11,"asking price in search snippet ($19,809.77), verify on page"
Zircon (Natural Mineral),Middle-Market,"Natural Zircon Pendant 5.19ct Cushion, Solid 14k Yellow Gold (Sri Lanka)",MineralMiners.com,boutique,854.25,https://www.mineralminers.com/html/zirjlry.stm,2026-08-11,"price in search snippet ($854.25), verify on page"
Zircon (Natural Mineral),Luxury / Exceptional,Green Zircon 7.40ct Ring in 18K Champagne Gold (Ceylon),Gemstock.org,fine jewelry / luxury,4850.00,https://gemstock.org/product/5855/,2026-08-11,"price in search snippet ($4,850), verify on page"
Zircon (Natural Mineral),Affordable,Sri Lankan Green Zircon Sterling Silver Ring 0.212ct (7029HG),Juwelo,commodity,,https://www.juwelo.com/ceylon-green-zircon-silver-ring-7029hg/,2026-08-11,price not shown in results; verify on page
Zircon (Natural Mineral),Affordable,Natural White Zircon 925 Sterling Silver Ring (4.00mm center + accents),Etsy (gemstone shop),boutique / artisan,,https://www.etsy.com/listing/1641880195/natural-white-zircon-silver-ring,2026-08-11,"price not shown in results; reviews cited genuine sparkling white zircon and fast shipping, verify price on page"
Zircon (Natural Mineral),Premium,Blue Zircon Rings (fine jewelry collection),Angara,fine jewelry,,https://www.angara.com/c/blue+zircon-rings,2026-08-11,"collection-level range in snippet (~$1,500 to ~$5,878); no single product price captured, verify on page"
Hessonite Garnet,Affordable,Red Hessonite Garnet Sterling Silver Pendant With Chain 4.72ct (SWI1020),JTV (Jewelry Television),commodity,,https://www.jtv.com/product/SWI1020,2026-08-11,price not shown in search results; verify on JTV page (JTV commonly under ~$100 for this class)
Hessonite Garnet,Affordable,Red Hessonite Garnet Rhodium Over Sterling Silver Ring 6.13ctw (NCH115),JTV (Jewelry Television),commodity,,https://www.jtv.com/product/red-hessonite-garnet-rhodium-over-sterling-silver-ring-6-13ctw-/NCH115,2026-08-11,price not shown in results; verify on JTV page
Hessonite Garnet,Affordable,Hessonite Garnet Bracelet (8mm smooth natural hessonite),Earthly Abundance Jewelry,boutique,,https://www.earthlyabundancejewelry.com/products/hessonite-garnet-bracelet-14k,2026-08-11,price not shown in results; verify on page (bead bracelets of this class typically low hundreds)
Hessonite Garnet,Middle-Market,Hessonite Garnet Earrings; Genuine Untreated Sri Lanka Garnet; 2.835cts,Mark Oliver Gems (Etsy shop / markolivergems.com),boutique,,https://www.etsy.com/listing/1807049279/hessonite-garnet-earrings-genuine,2026-08-11,price not shown in results; verify on Etsy listing
Hessonite Garnet,Artisan / One-of-a-kind,Hessonite Garnet Stud Earrings (22k gold bezel over sterling),Ananda Khalsa,artisan,245.00,https://anandakhalsa.com/products/hessionite-garnet-stud-earrings,2026-08-11,'from $245' range ($245-$380) seen in snippet; verify size tiers on page
Hessonite Garnet,Artisan / One-of-a-kind,Hessonite Garnet Cocktail Ring in 14k Gold and Sterling Silver (3.18ct),"Emily Amey (via LAPIS Tacoma; also emilyamey.com, Silverado Saratoga)",artisan,835.00,https://lapistacoma.com/products/emily-amey-hessonite-garnet-ring-3-18ct-14k-yg-and-sterling-size-7-75,2026-08-11,$835 at LAPIS Tacoma; same/similar seen at Silverado Saratoga ~$760; verify size/stone
Hessonite Garnet,Artisan / One-of-a-kind,Captured Hessonite Garnet Studs in 14k Gold,Hilary Finck Jewelry,artisan / fine jewelry,925.00,https://hilaryfinck.com/products/hessonite-garnet-studs-captured%C2%AE-in-14k-gold,2026-08-11,$925 on maker site; one stockist showed $695 sale from $950; verify
Hessonite Garnet,Artisan / One-of-a-kind,Hessonite Garnet Sterling Silver & 14k Gemstone Ring 7.84ct,Crystalarium,artisan,,https://www.crystalarium.com/products/hessonite-garnet-7-84ct-sterling-silver-14k-handcrafted-gemstone-ring,2026-08-11,price not shown in results; verify on Crystalarium page
Hessonite Garnet,Artisan / One-of-a-kind,Hessonite Garnet Ring in 18k Gold and Sterling Silver,Linda Blumel Studio,artisan,,https://www.lindablumel.com/shop/hessonite-garnet-ring-in-18k-gold-and-sterling-silver,2026-08-11,price not shown in results; verify on studio site
Hessonite Garnet,Luxury / Exceptional,"Red Hessonite Garnet Ring 8.03 Ct., 18K Yellow Gold with ~1.92ctw Diamonds (Ceylon)",The Natural Gemstone Company (naturalgemstones.com),fine jewelry / luxury,,https://naturalgemstones.com/design-your-own/review/red-hessonite-garnet-ring-cushion-8.03ct-18k-yellow-gold-js1460y18-k207/,2026-08-11,price not shown in results; verify on page (build-your-own configurator)
Hessonite Garnet,Premium,Luxoro AAA Ceylon Hessonite Garnet 7.05 ctw Ring in 10K Yellow Gold (Certified & Appraised),ShopLC,commodity-to-fine (TV shopping premium line),,https://www.shoplc.com/certified-and-appraised-luxoro-aaa-ceylon-hessonite-garnet-7.05-ctw-ring-in-10k-yellow-gold-size-7.0-4.40-grams/p/7815835.html,2026-08-11,"$5,999.99 is ShopLC's stated retail/appraised value, NOT an actual asking/sale price - ShopLC sells well below appraisal; treat as inflated list, verify live selling price"
Hessonite Garnet,Luxury / Exceptional,Hessonite Garnet Cocktail Ring 9.18ct in 18K Yellow Gold,"1stDibs (Sarosi By Timeless Gems, Los Angeles)",luxury / fine jewelry (dealer),,https://www.1stdibs.com/buy/hessonite-garnet-ring/,2026-08-11,specific price not shown in results; 1stDibs listing needs live verification
Hessonite Garnet,Affordable,Certified Hessonite Garnet (Gomed) Ring in 925 Sterling Silver - Astrological Ring for Rahu,Etsy (handmade Jyotish/astrological seller),commodity (astrological niche),,https://www.etsy.com/listing/4339570370/certified-hessonite-garnet-ring-in-925,2026-08-11,price not shown in results; verify on Etsy listing
